,Site,Site ID,Site Type,Collect Date,Collection Time,Sample ID,Parameter,Result,Units,Qual.*,Program,Lab,Lat,Long,Saturation
141,Lake Erie near Crane Reef,303470,Lake Site,2017-10-02,11:30,17100202-13,Microcystins,0.398,ug/L,,DSW-NWDO,DES,41.6607,-83.09234599999999,False
142,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-10-02,00:00,1882524,Microcystins,0.51,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
143,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-10-02,00:00,1882525,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
144,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2017-09-27,08:30,17092801-01,Microcystins,2.65,ug/L,,ODNR-HAB,DES,41.685758,-83.376958,False
145,Lake Erie Ambient Station - Wildwood,301256,Lake Site,2017-09-26,13:30,17092220-05,Microcystins,0.0,ug/L,U+,DSW-NEDO,DES,41.60404,-81.58445,False
146,Lake Erie Ambient Station - Fairport North,301255,Lake Site,2017-09-26,11:47,17092220-04,Microcystins,1.17,ug/L,,DSW-NEDO,DES,41.77903,-81.31017,False
147,Lake Erie Ambient Station - Geneva North,301254,Lake Site,2017-09-25,13:37,17092217-03,Microcystins,0.335,ug/L,,DSW-NEDO,DES,41.87507,-80.98111,False
148,Lake Erie Ambient Station - Conneaut,300892,Lake Site,2017-09-25,11:47,17092217-01,Microcystins,0.391,ug/L,,DSW-NEDO,DES,41.99457,-80.52996,False
149,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-09-25,00:00,1877048,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
150,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-09-25,00:00,1877047,Microcystins,0.99,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
151,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2017-09-18,0.503472222,17092001-01,Microcystins,6.73,ug/L,,ODNR-HAB,DES,41.685758,-83.376958,False
152,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-09-18,0,1874416,Microcystins,1.02,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
153,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-09-18,0,1874417,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
154,Lake Erie Ambient Station - Rocky River,300895,Lake Site,2017-09-12,0.515972222,17091206-02,Microcystins,0.0,ug/L,U-,DSW-NEDO,DES,41.6067,-81.8967,False
155,Lake Erie Ambient Station - Lorain West,301257,Lake Site,2017-09-12,0.473611111,17091206-06,Microcystins,0.0,ug/L,U-,DSW-NEDO,DES,41.48657,-82.23877,False
156,Lake Erie near Crane Reef,303470,Lake Site,2017-09-12,0.452083333,17091203-13,Microcystins,3.8,ug/L,,DSW-NWDO,DES,41.6607,-83.09234599999999,False
157,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2017-09-11,0.45625,17091103-02,Microcystins,0.811,ug/L,,DSW-NWDO,DES,41.76832,-83.3008,False
158,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2017-09-11,0.402777778,17091212-01,Microcystins,30.9,ug/L,,ODNR-HAB,DES,41.685758,-83.376958,False
159,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-09-11,0,1871845,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
160,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-09-11,0,1871844,Microcystins,2.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
161,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-09-04,0,1866038,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
162,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-09-04,0,1866037,Microcystins,1.13,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
163,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-08-28,0,1858674,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
164,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-08-28,0,1858673,Microcystins,0.47,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
165,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2017-08-23,0.497916667,17082303-07,Microcystins,2.1,ug/L,,DSW-NWDO,DES,41.6957,-83.2649,False
166,Lake Erie near Crane Reef,303470,Lake Site,2017-08-23,0.454861111,17082303-13,Microcystins,1.74,ug/L,,DSW-NWDO,DES,41.6607,-83.09234599999999,False
167,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2017-08-21,0.436805556,17082102-02,Microcystins,2.13,ug/L,,DSW-NWDO,DES,41.76832,-83.3008,False
168,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2017-08-21,0.427083333,17082210-01,Microcystins,6.34,ug/L,,ODNR-HAB,DES,41.685758,-83.376958,False
169,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-08-21,0,1856564,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
170,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-08-21,0,1856563,Microcystins,0.3,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
171,Lake Erie North of Port Clinton,302502,Lake Site,2017-08-16,0.514583333,17081602-06,Microcystins,0.497,ug/L,,DSW-NWDO,DES,41.55781,-82.93635,False
172,Lake Erie off Lakeside (Marblehead),303468,Lake Site,2017-08-16,0.490972222,17081602-12,Microcystins,0.525,ug/L,,DSW-NWDO,DES,41.556748999999996,-82.785072,False
173,Lake Erie Ambient Station - Fairport North,301255,Lake Site,2017-08-15,0.628472222,17081515-04,Microcystins,0.0,ug/L,U+,DSW-NEDO,DES,41.77903,-81.31017,False
174,Lake Erie Ambient Station - Geneva North,301254,Lake Site,2017-08-15,0.552777778,17081515-03,Microcystins,0.0,ug/L,U+,DSW-NEDO,DES,41.87507,-80.98111,False
175,Lake Erie Ambient Station - Conneaut,300892,Lake Site,2017-08-15,0.46875,17081515-01,Microcystins,0.0,ug/L,U-,DSW-NEDO,DES,41.99457,-80.52996,False
176,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2017-08-15,0.333333333,17081608-01,Microcystins,4.8,ug/L,,ODNR-HAB,DES,41.685758,-83.376958,False
177,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-08-14,0,1854048,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
178,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-08-14,0,1854047,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
179,Lake Erie Ambient Station - Lorain West,301257,Lake Site,2017-08-10,0.553472222,17081101-03,Microcystins,0.0,ug/L,U+,DSW-NEDO,DES,41.48657,-82.23877,False
180,Lake Erie Ambient Station - Rocky River,300895,Lake Site,2017-08-10,0.520833333,17081101-01,Microcystins,0.0,ug/L,U-,DSW-NEDO,DES,41.6067,-81.8967,False
181,Lake Erie Ambient Station - Wildwood,301256,Lake Site,2017-08-10,0.442361111,17081101-02,Microcystins,0.0,ug/L,U-,DSW-NEDO,DES,41.60404,-81.58445,False
182,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2017-08-10,0.440972222,17081002-07,Microcystins,0.636,ug/L,,DSW-NWDO,DES,41.6957,-83.2649,False
183,Lake Erie near Crane Reef,303470,Lake Site,2017-08-10,0.413888889,17081002-13,Microcystins,0.658,ug/L,,DSW-NWDO,DES,41.6607,-83.09234599999999,False
184,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2017-08-09,0.411805556,17080902-02,Microcystins,2.06,ug/L,,DSW-NWDO,DES,41.76832,-83.3008,False
185,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2017-08-07,0.399305556,17080801-01,Microcystins,0.0,ug/L,U+,ODNR-HAB,DES,41.685758,-83.376958,False
186,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-08-07,0,1849483,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
187,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-08-07,0,1849484,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
188,Maumee Bay State Park Lake Erie Beach,ODNR43,Lake Site,2017-07-31,0.628472222,17080107-01,Microcystins,9.62,ug/L,,ODNR-HAB,DES,41.685758,-83.376958,False
189,Lake Erie @ City of Huron WTP Intake,303466,Lake Site,2017-07-31,0.463888889,17073102-10,Microcystins,0.0,ug/L,U+,DSW-NWDO,DES,41.405567,-82.55703299999999,False
190,Lake Erie @ City of Sandusky WTP Intake,303465,Lake Site,2017-07-31,0.447222222,17073102-09,Microcystins,0.0,ug/L,U+,DSW-NWDO,DES,41.459683,-82.64156700000001,False
191,Lake Erie Ambient Station - Wildwood,301256,Lake Site,2017-07-31,0.438888889,17073104-07,Microcystins,0.0,ug/L,U-,DSW-NEDO,DES,41.60404,-81.58445,False
192,Lake Erie Ambient Station - Wildwood,301256,Lake Site,2017-07-31,0.438888889,17073104-05,Microcystins,0.0,ug/L,U-,DSW-NEDO,DES,41.60404,-81.58445,False
193,Lake Erie @ City of Vermilion WTP Intake,303467,Lake Site,2017-07-31,0.415277778,17073102-11,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.428333,-82.365033,False
194,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-07-31,0,1842226,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
195,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-07-31,0,1842225,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
196,Lake Erie North of Port Clinton,302502,Lake Site,2017-07-27,0.488888889,17072702-06,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.55781,-82.93635,False
197,Lake Erie off Lakeside (Marblehead),303468,Lake Site,2017-07-27,0.464583333,17072702-12,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.556748999999996,-82.785072,False
198,Lake Erie Ambient Station - Fairport North,301255,Lake Site,2017-07-26,0.583333333,17072703-03,Microcystins,0.0,ug/L,U-,DSW-NEDO,DES,41.77903,-81.31017,False
199,Lake Erie Ambient Station - Geneva North,301254,Lake Site,2017-07-26,0.525694444,17072703-02,Microcystins,0.0,ug/L,U-,DSW-NEDO,DES,41.87507,-80.98111,False
200,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2017-07-26,0.473611111,17072602-07,Microcystins,0.697,ug/L,,DSW-NWDO,DES,41.6957,-83.2649,False
201,Lake Erie Ambient Station - Conneaut,300892,Lake Site,2017-07-26,0.470138889,17072703-01,Microcystins,0.0,ug/L,U-,DSW-NEDO,DES,41.99457,-80.52996,False
202,Lake Erie near Crane Reef,303470,Lake Site,2017-07-26,0.436805556,17072602-13,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.6607,-83.09234599999999,False
203,Lake Erie Ambient Station - Lorain West,301257,Lake Site,2017-07-25,0.567361111,17072609-02,Microcystins,0.0,ug/L,U-,DSW-NEDO,DES,41.48657,-82.23877,False
204,Lake Erie Ambient Station - Rocky River,300895,Lake Site,2017-07-25,0.500694444,17072609-01,Microcystins,0.0,ug/L,U-,DSW-NEDO,DES,41.6067,-81.8967,False
205,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2017-07-25,0.438888889,17072502-02,Microcystins,0.0,ug/L,U+,DSW-NWDO,DES,41.76832,-83.3008,False
206,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-07-24,0,1838762,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
207,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-07-24,0,1838761,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
208,Lake Erie @ City of Sandusky WTP Intake,303465,Lake Site,2017-07-20,0.474305556,17071933-09,Microcystins,2.34,ug/L,,DSW-NWDO,DES,41.459683,-82.64156700000001,False
209,Lake Erie @ City of Huron WTP Intake,303466,Lake Site,2017-07-20,0.450694444,17071933-10,Microcystins,1.07,ug/L,,DSW-NWDO,DES,41.405567,-82.55703299999999,False
210,Lake Erie @ City of Vermilion WTP Intake,303467,Lake Site,2017-07-20,0.409027778,17071933-11,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.428333,-82.365033,False
211,Lake Erie North of Port Clinton,302502,Lake Site,2017-07-19,0.502083333,17071902-06,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.55781,-82.93635,False
212,Lake Erie off Lakeside (Marblehead),303468,Lake Site,2017-07-19,0.469444444,17071902-12,Microcystins,0.79,ug/L,,DSW-NWDO,DES,41.556748999999996,-82.785072,False
213,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2017-07-18,0.509027778,17071805-07,Microcystins,0.835,ug/L,,DSW-NWDO,DES,41.6957,-83.2649,False
214,Lake Erie near Crane Reef,303470,Lake Site,2017-07-18,0.465277778,17071805-13,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.6607,-83.09234599999999,False
215,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2017-07-17,0.458333333,17071709-02,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.76832,-83.3008,False
216,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-07-17,0,1836350,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
217,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-07-17,0,1836349,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
218,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2017-07-12,0.447222222,17071205-02,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.76832,-83.3008,False
219,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-07-10,0,1833701,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
220,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-07-10,0,1833702,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
221,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-07-05,0,1830492,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
222,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-07-05,0,1830491,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
223,Lake Erie off Lakeside (Marblehead),303468,Lake Site,2017-06-29,0.415277778,17062902-12,Microcystins,0.0,ug/L,U+,DSW-NWDO,DES,41.556748999999996,-82.785072,False
224,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2017-06-28,0.486111111,17062803-07,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.6957,-83.2649,False
225,Lake Erie near Crane Reef,303470,Lake Site,2017-06-28,0.444444444,17062803-13,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.6607,-83.09234599999999,False
226,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2017-06-27,0.44375,17062703-02,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.76832,-83.3008,False
227,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-06-26,0,1821512,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
228,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-06-26,0,1821511,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
229,Lake Erie @ City of Huron WTP Intake,303466,Lake Site,2017-06-22,0.483333333,17062203-10,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.405567,-82.55703299999999,False
230,Lake Erie @ City of Sandusky WTP Intake,303465,Lake Site,2017-06-22,0.461805556,17062203-09,Microcystins,0.375,ug/L,,DSW-NWDO,DES,41.459683,-82.64156700000001,False
231,Lake Erie @ City of Vermilion WTP Intake,303467,Lake Site,2017-06-22,0.425,17062203-11,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.428333,-82.365033,False
232,Lake Erie North of Port Clinton,302502,Lake Site,2017-06-21,0.5,17062102-06,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.55781,-82.93635,False
233,Lake Erie off Lakeside (Marblehead),303468,Lake Site,2017-06-21,0.470833333,17062102-12,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.556748999999996,-82.785072,False
234,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2017-06-20,0.472222222,17062003-07,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.6957,-83.2649,False
235,Lake Erie near Crane Reef,303470,Lake Site,2017-06-20,0.415972222,17062003-13,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.6607,-83.09234599999999,False
236,Lake Erie Ambient Site - Off Maumee Bay,301258,Lake Site,2017-06-19,0.449305556,17061905-02,Microcystins,0.0,ug/L,U-,DSW-NWDO,DES,41.76832,-83.3008,False
237,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-06-19,0,1819203,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
238,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-06-19,0,1819202,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
239,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-06-12,0,1817506,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
240,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-06-12,0,1817505,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
241,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-06-05,0,1836405,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
242,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-06-05,0,1836404,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
243,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-05-30,0,1806692,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
244,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-05-30,0,1806691,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
245,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-05-22,0,1804688,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
246,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-05-22,0,1804687,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
247,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-05-15,0,1803141,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
248,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-05-15,0,1803140,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
249,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-05-08,0,1801199,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
250,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-05-08,0,1801198,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
251,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2017-05-01,0,1794542,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
252,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-05-01,0,1794541,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
253,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-04-24,0,1790105,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
254,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-04-10,0,1786353,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
255,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-03-27,0,1776158,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
256,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-03-13,0,1773034,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
257,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-02-27,0,1763263,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
258,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-02-13,0,1759188,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
259,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-01-30,0,1750662,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
260,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-01-17,0,1745712,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
261,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2017-01-04,0,1739387,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
262,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-12-19,0,1732651,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
263,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-12-05,0,1730874,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
264,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-11-21,0,1719147,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
265,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-11-07,0,1714516,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
266,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-10-24,0,1704105,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
267,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-10-24,0,1704104,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
268,Lake Erie Ambient Station - Rocky River,300895,Lake Site,2016-10-17,0.532638889,196530,Microcystins,0.0,ug/L,U-,NEDO-DSW,DES,41.6067,-81.8967,False
269,Lake Erie Ambient Station - Lorain West,301257,Lake Site,2016-10-17,0.490972222,196531,Microcystins,0.0,ug/L,U+,NEDO-DSW,DES,41.48657,-82.23877,False
270,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-10-17,0,1702168,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
271,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-10-17,0,1702167,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
272,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-10-11,0,1700022,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
273,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-10-11,0,1700021,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
274,Lake Erie @ City of Huron WTP Intake,303466,Lake Site,2016-10-05,0.484027778,196074,Microcystins,0.94,ug/L,,NWDO-DSW,DES,41.405567,-82.55703299999999,False
275,Lake Erie @ City of Sandusky WTP Intake,303465,Lake Site,2016-10-05,0.452083333,196073,Microcystins,0.35,ug/L,,NWDO-DSW,DES,41.459683,-82.64156700000001,False
276,Lake Erie @ City of Vermilion WTP Intake,303467,Lake Site,2016-10-05,0.413194444,196075,Microcystins,1.7,ug/L,,NWDO-DSW,DES,41.428333,-82.365033,False
277,Lake Erie Ambient Station - Wildwood,301256,Lake Site,2016-10-03,0.5625,195785,Microcystins,0.0,ug/L,U-,NEDO-DSW,DES,41.60404,-81.58445,False
278,Lake Erie North of Port Clinton,302502,Lake Site,2016-10-03,0.484722222,195782,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.55781,-82.93635,False
279,Lake Erie off Lakeside (Marblehead),303468,Lake Site,2016-10-03,0.445833333,195783,Microcystins,0.0,ug/L,U-,NWDO-DSW,DES,41.556748999999996,-82.785072,False
280,Lake Erie Ambient Station - Fairport North,301255,Lake Site,2016-10-03,0.427083333,195784,Microcystins,0.0,ug/L,U+,NEDO-DSW,DES,41.77903,-81.31017,False
281,Lake Erie Utilities WTP,6262096-EP002,PWS Finished Water Site,2016-10-03,0,1693117,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
282,LAKE ERIE UTILITIES CO 2-TP-LT2001-Raw,6262096-LT2001,PWS Plant Intake Site,2016-10-03,0,1693116,Microcystins,0.0,ug/L,,,OSU STONE LABORATORY,41.689305,-82.817555,False
283,Lake Erie between Toledo/Oregon WTP Intakes,302821,Lake Site,2016-09-28,0.500694444,195531,Microcystins,0.32,ug/L,,NWDO-DSW,DES,41.6957,-83.2649,False
