timestamp,wind_speed_max,wind_speed_max_flags,wind_speed_mean,wind_speed_mean_flags,wind_direction_mean,wind_direction_mean_flags,air_temp,air_temp_flags,barometric_pressure,barometric_pressure_flags,depth,depth_flags,water_temperature,water_temperature_flags,specific_conductivity,specific_conductivity_flags,pH,pH_flags,turbidity,turbidity_flags,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen_saturation_flags,organic_dissolved_oxygen,organic_dissolved_oxygen_flags,chlorophylla,chlorophylla_flags,phycocyanin,phycocyanin_flags,flourescent_dissolved_organic_matter,flourescent_dissolved_organic_matter_flags,turbidity_c6,turbidty_c6_flags,phycoerythrin_c6,phycoerythrin_c6_flags,phycocyanin_c6,phycocyanin_c6_flags,chlorophylla_c6,chlorophylla_c6_flags,colored_dissolved_organic_matter_c6,colored_dissolved_organic_matter_c6_flags,depth_c6,depth_c6_flags,water_temp_c6,water_temp_c6_flags
UTC,meters per second,NAN,meters per second,NAN,degrees,NAN,degrees Celsius,NAN,mbar,NAN,meters,NAN,degrees Celsius,NAN,millisiemens per centimeter,NAN,pH,NAN,NTU,NAN,%,NAN,milligrams per liter,NAN,RFU,NAN,RFU,NAN,RFU,NAN,NTU,NAN,RFU,NAN,RFU,NAN,RFU,NAN,ppb,NAN,meters,NAN,degrees Celsius,NAN
data logger,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN
7/19/2015 22:16,9.4,1 1 1 1,5.312,1 1 1 1,238.8,1 2 1 2,25.18,1 1 1 1,1009,1 1 1 1,0.982,1 1 1 1,24.53,1 1 1 1,310.7,1 1 1 1,8.03,1 1 3 1,8.47,1 1 1 1,98.6,1 1 1 1,8.21,1 1 1 1,1.1,1 1 1 1,-3.155,4 1 1 1,40.82,4 3 1 1,8.53,1 1 1 1,525.36,1 1 1 1,111.72,1 1 1 1,702.4,1 1 1 1,2528.8,1 1 1 1,0.89,1 2 2 2,23.13,1 2 2 2
7/19/2015 22:31,8.8,1 1 1 1,6.164,1 1 1 1,224.8,1 2 1 2,23.97,1 1 1 1,1009.028,1 1 1 1,0.988,1 1 1 1,24.49,1 1 1 1,310.2,1 1 1 1,8.03,1 1 3 1,8.46,1 1 1 1,98.5,1 1 1 1,8.21,1 1 1 1,1.107,1 1 1 1,-3.24,4 1 1 1,40.74,4 3 1 1,8.73,1 1 1 1,530.96,1 1 1 1,111.8,1 1 1 1,766.4,1 1 1 1,2528,1 1 1 1,0.89,1 2 2 2,23.11,1 2 2 2
7/19/2015 22:46,7,1 1 1 1,5.562,1 1 1 1,218.1,1 2 1 2,23.67,1 1 1 1,1009.157,1 1 1 1,0.982,1 1 1 1,24.5,1 1 1 1,310.2,1 1 1 1,8.04,1 1 1 1,8.57,1 1 1 1,99.4,1 1 1 1,8.28,1 1 1 1,1.111,1 1 1 1,-3.184,4 1 1 1,40.57,4 1 1 1,8.95,1 1 1 1,527.64,1 1 1 1,116.76,1 1 1 1,698,1 1 1 1,2525.2,1 1 1 1,0.96,1 2 2 2,23.06,1 2 2 2
7/19/2015 23:01,6.6,1 1 1 1,5.016,1 1 1 1,219.8,1 2 1 2,23.64,1 1 1 1,1009.144,1 1 1 1,0.981,1 1 1 1,24.44,1 1 1 1,310.2,1 1 1 1,8.05,1 1 1 1,8.56,1 1 1 1,99.3,1 1 1 1,8.28,1 1 1 1,1.111,1 1 1 1,-3.135,4 1 1 1,40.66,4 1 1 1,8.77,1 1 1 1,525.12,1 1 1 1,105.2,1 1 1 1,632.8,1 1 1 1,2539.2,1 3 1 1,0.96,1 2 2 2,22.99,1 2 2 2
7/19/2015 23:16,6.2,1 1 1 1,4.314,1 1 1 1,235.7,1 2 1 2,24.03,1 1 1 1,1009.289,1 1 1 1,0.981,1 1 1 1,24.39,1 1 1 1,309.8,1 1 1 1,8.04,1 1 1 1,8.62,1 1 1 1,98.8,1 1 1 1,8.25,1 1 1 1,1.044,1 1 1 1,-3.215,4 1 1 1,40.76,4 3 1 1,9.12,1 1 1 1,520.72,1 1 1 1,100.8,1 1 1 1,629.6,1 1 1 1,2540,1 3 1 1,1.03,1 2 2 2,22.97,1 2 2 2
7/19/2015 23:31,5.4,1 1 1 1,4.156,1 1 1 1,240.6,1 2 1 2,24.24,1 1 1 1,1009.618,1 1 1 1,0.983,1 1 1 1,24.35,1 1 1 1,309.6,1 1 1 1,8.04,1 1 1 1,8.62,1 1 1 1,98.4,1 1 1 1,8.22,1 1 1 1,1.009,1 1 1 1,-3.265,4 1 1 1,40.84,4 3 1 1,8.85,1 1 1 1,513.68,1 1 1 1,105.2,1 1 1 1,665.2,1 1 1 1,2546.4,1 3 1 1,0.89,1 2 2 2,22.92,1 2 2 2
7/19/2015 23:46,7.2,1 1 1 1,4.011,1 1 1 1,260.9,1 2 1 2,24.61,1 1 1 1,1009.538,1 1 1 1,0.99,1 1 1 1,24.38,1 1 1 1,310.4,1 1 1 1,8.05,1 1 1 1,8.5,1 1 1 1,99.1,1 1 1 1,8.27,1 1 1 1,1.098,1 1 1 1,-3.242,4 1 1 1,40.8,4 3 1 1,8.69,1 1 1 1,527.48,1 1 1 1,115.16,1 1 1 1,875.2,1 1 1 1,2521.2,1 1 1 1,1.03,1 2 2 2,23.12,1 2 2 2
7/20/2015 0:01,8.5,1 1 1 1,6.096,1 1 1 3,294.8,1 2 1 2,25.62,1 1 1 1,1009.446,1 1 1 1,0.989,1 1 1 1,24.53,1 1 1 1,313.2,1 1 1 1,8.09,1 1 1 1,8.51,1 1 1 1,101.8,1 1 1 1,8.47,1 1 1 1,1.308,1 1 1 1,-3.123,4 1 1 1,40.53,4 1 1 1,8.44,1 1 1 1,523.84,1 1 1 1,113.84,1 1 1 1,733.2,1 1 1 1,2525.2,1 1 1 1,1.03,1 2 2 2,23.1,1 2 2 2
7/20/2015 0:16,6.1,1 1 1 1,4.443,1 1 1 1,282.6,1 2 1 2,25.51,1 1 1 1,1009.155,1 1 1 1,0.987,1 1 1 1,24.48,1 1 1 1,312.5,1 1 1 1,8.08,1 1 1 1,8.54,1 1 1 1,101.4,1 1 1 1,8.45,1 1 1 1,1.178,1 1 1 1,-3.165,4 1 1 1,40.57,4 1 1 1,8.54,1 1 1 1,517.32,1 1 1 1,102.8,1 1 1 1,710.4,1 1 1 1,2534,1 3 1 1,0.96,1 2 2 2,23.02,1 2 2 2
7/20/2015 0:31,8.1,1 1 1 1,5.713,1 1 1 1,286.6,1 2 1 2,25.3,1 1 1 1,1009.265,1 1 1 1,0.983,1 1 1 1,24.42,1 1 1 1,311.9,1 1 1 1,8.07,1 1 1 1,8.56,1 1 1 1,100.7,1 1 1 1,8.41,1 1 1 1,1.141,1 1 1 1,-3.179,4 1 1 1,40.7,4 1 1 1,8.74,1 1 1 1,524.28,1 1 1 1,110.72,1 1 1 1,786.8,1 1 1 1,2538.4,1 3 1 1,1.03,1 2 2 2,22.98,1 2 2 2
7/20/2015 0:46,7.5,1 1 1 1,5.53,1 1 1 1,291.9,1 2 1 2,25.15,1 1 1 1,1009.377,1 1 1 1,0.988,1 1 1 1,24.35,1 1 1 1,311.8,1 1 1 1,8.06,1 1 1 1,8.6,1 1 1 1,100,1 1 1 1,8.35,1 1 1 1,1.164,1 1 1 1,-3.198,4 1 1 1,40.91,4 3 1 1,9.1,1 1 1 1,523.36,1 1 1 1,104.6,1 1 1 1,727.6,1 1 1 1,2559.2,1 3 1 1,0.96,1 2 2 2,22.88,1 2 2 2
7/20/2015 1:01,6.3,1 1 1 1,4.474,1 1 1 1,289,1 2 1 2,24.55,1 1 1 1,1009.603,1 1 1 1,0.983,1 1 1 1,24.26,1 1 1 1,311.4,1 1 1 1,8.04,1 1 1 1,8.68,1 1 1 1,99,1 1 1 1,8.29,1 1 1 1,1.1,1 1 1 1,-3.223,4 1 1 1,41.18,4 3 1 1,8.85,1 1 1 1,522.44,1 1 1 1,104.68,1 1 1 1,665.2,1 1 1 1,2569.6,1 3 1 1,0.89,1 2 2 2,22.81,1 2 2 2
7/20/2015 1:16,7.3,1 1 1 1,5.336,1 1 1 1,286.7,1 2 1 2,24.28,1 1 1 1,1009.688,1 1 1 1,0.99,1 1 1 1,24.19,1 1 1 1,310.8,1 1 1 1,8.04,1 1 1 1,8.69,1 1 1 1,98.4,1 1 1 1,8.25,1 1 1 1,1.059,1 1 1 1,-3.305,4 1 1 1,41.29,4 3 1 1,8.98,1 1 1 1,525.08,1 1 1 1,93.32,1 1 1 1,717.2,1 1 1 1,2578.4,1 3 1 1,0.96,1 2 2 2,22.74,1 2 2 2
7/20/2015 1:31,8.8,1 1 1 1,6.476,1 1 1 1,284.1,1 2 1 2,24.24,1 1 1 1,1009.789,1 1 1 1,0.99,1 1 1 1,24.11,1 1 1 1,310.4,1 1 1 1,8.03,1 1 1 1,8.75,1 1 1 1,97.6,1 1 1 1,8.19,1 1 1 1,1.051,1 1 1 1,-3.274,4 1 1 1,41.47,4 3 1 1,9.29,1 1 1 1,529.04,1 1 1 1,91.52,1 1 1 1,660.4,1 1 1 1,2587.2,1 3 1 1,0.96,1 2 2 2,22.66,1 2 2 2
7/20/2015 1:46,9.3,1 1 1 1,7.23,1 1 1 1,292,1 2 1 2,24.1,1 1 1 1,1009.83,1 1 1 1,0.99,1 1 1 1,24.05,1 1 1 1,310.2,1 1 1 1,8.02,1 1 1 1,8.75,1 1 1 1,96.8,1 1 1 1,8.13,1 1 1 1,1.068,1 1 1 1,-3.3,4 1 1 1,41.59,4 3 1 1,9.16,1 1 1 1,513.76,1 1 1 1,91.6,1 1 1 1,658.8,1 1 1 1,2587.2,1 3 1 1,0.96,1 2 2 2,22.6,1 2 2 2
7/20/2015 2:01,8.2,1 1 1 1,6.016,1 1 1 1,291.6,1 2 1 2,23.76,1 1 1 1,1010.054,1 1 1 1,0.99,1 1 1 1,23.98,1 1 1 1,309.7,1 1 1 1,8.01,1 1 1 1,8.71,1 1 1 1,96.2,1 1 1 1,8.09,1 1 1 1,1.018,1 1 1 1,-3.372,4 1 1 1,41.58,4 3 1 1,8.89,1 1 1 1,521.92,1 1 1 1,83.28,1 1 1 1,650.4,1 1 1 1,2586.8,1 3 1 1,0.96,1 2 2 2,22.57,1 2 2 2
7/20/2015 2:16,8.2,1 1 1 1,6.187,1 1 1 1,293.3,1 2 1 2,23.51,1 1 1 1,1010.26,1 1 1 1,0.993,1 1 1 1,23.98,1 1 1 1,310.3,1 1 1 1,8.03,1 1 1 1,8.56,1 1 1 1,96.8,1 1 1 1,8.14,1 1 1 1,1.024,1 1 1 1,-3.34,4 1 1 1,41.49,4 3 1 1,8.72,1 1 1 1,509.72,1 1 1 1,100.2,1 1 1 1,733.2,1 1 1 1,2577.2,1 3 1 1,0.96,1 2 2 2,22.64,1 2 2 2
7/20/2015 2:31,7.1,1 1 1 1,5.51,1 1 1 1,290.3,1 2 1 2,23.34,1 1 1 1,1010.529,1 1 1 1,0.999,1 1 1 1,24.03,1 1 1 1,311.3,1 1 1 1,8.05,1 1 1 1,8.42,1 1 1 1,98.2,1 1 1 1,8.26,1 1 1 1,1.125,1 1 1 1,-3.256,4 1 1 1,41.35,4 3 1 1,8.56,1 1 1 1,515.72,1 1 1 1,92.24,1 1 1 1,682.8,1 1 1 1,2575.2,1 3 1 1,0.96,1 2 2 2,22.62,1 2 2 2
7/20/2015 2:46,7.1,1 1 1 1,5.159,1 1 1 1,283.4,1 2 1 2,23.14,1 1 1 1,1010.654,1 1 1 1,1,1 1 1 1,24,1 1 1 1,310.7,1 1 1 1,8.04,1 1 1 1,8.37,1 1 1 1,97.8,1 1 1 1,8.23,1 1 1 1,1.087,1 1 1 1,-3.258,4 1 1 1,41.34,4 3 1 1,8.75,1 1 1 1,518.48,1 1 1 1,98.36,1 1 1 1,759.6,1 1 1 1,2576.8,1 3 1 1,1.03,1 2 2 2,22.57,1 2 2 2
7/20/2015 3:01,6,1 1 1 1,4.294,1 1 1 1,288,1 2 1 2,22.96,1 1 1 1,1010.741,1 1 1 1,1,1 1 1 1,23.96,1 1 1 1,310.5,1 1 1 1,8.04,1 1 1 1,8.33,1 1 1 1,97.3,1 1 1 1,8.19,1 1 1 1,1.114,1 1 1 1,-3.305,4 1 1 1,41.33,4 3 1 1,8.96,1 1 1 1,514.04,1 1 1 1,89.72,1 1 1 1,712,1 1 1 1,2572.4,1 3 1 1,1.03,1 2 2 2,22.55,1 2 2 2
7/20/2015 3:16,6.2,1 1 1 1,4.41,1 1 1 1,285.8,1 2 1 2,22.82,1 1 1 1,1010.801,1 1 1 1,1,1 1 1 1,23.93,1 1 1 1,310,1 1 1 1,8.03,1 1 1 1,8.31,1 1 1 1,96.9,1 1 1 1,8.17,1 1 1 1,1.065,1 1 1 1,-3.308,4 1 1 1,41.3,4 3 1 1,8.44,1 1 1 1,507.28,1 1 1 1,99.96,1 1 1 1,690.8,1 1 1 1,2573.2,1 3 1 1,0.96,1 2 2 2,22.49,1 2 2 2
7/20/2015 3:31,7.4,1 1 1 1,5.229,1 1 1 1,289,1 2 1 2,22.73,1 1 1 1,1010.86,1 1 1 1,1,1 1 1 1,23.89,1 1 1 1,309.8,1 1 1 1,8.03,1 1 1 1,8.29,1 1 1 1,96.4,1 1 1 1,8.13,1 1 1 1,1.061,1 1 1 1,-3.297,4 1 1 1,41.25,4 3 1 1,8.53,1 1 1 1,517.64,1 1 1 1,90,1 1 1 1,643.6,1 1 1 1,2573.6,1 3 1 1,1.03,1 2 2 2,22.48,1 2 2 2
7/20/2015 3:46,6.3,1 1 1 1,5.124,1 1 1 1,283.3,1 2 1 2,22.54,1 1 1 1,1010.92,1 1 1 1,1,1 1 1 1,23.87,1 1 1 1,309.6,1 1 1 1,8.03,1 1 1 1,8.25,1 1 1 1,96.2,1 1 1 1,8.12,1 1 1 1,1.043,1 1 1 1,-3.312,4 1 1 1,41.23,4 3 1 1,8.3,1 1 1 1,501.96,1 1 1 1,95.76,1 1 1 1,685.6,1 1 1 1,2572.8,1 3 1 1,1.1,1 2 2 2,22.43,1 2 2 2
7/20/2015 4:01,6.7,1 1 1 1,4.93,1 1 1 1,279.9,1 2 1 2,22.27,1 1 1 1,1010.981,1 1 1 1,1,1 1 1 1,23.82,1 1 1 1,309.2,1 1 1 1,8.02,1 1 1 1,8.15,1 1 1 1,95.8,1 1 1 1,8.09,1 1 1 1,1.033,1 1 1 1,-3.347,4 1 1 1,41.18,4 3 1 1,8.23,1 1 1 1,509.48,1 1 1 1,81.16,1 1 1 1,656.4,1 1 1 1,2570.8,1 3 1 1,0.96,1 2 2 2,22.42,1 2 2 2
7/20/2015 4:16,5.9,1 1 1 1,4.909,1 1 1 1,285.5,1 2 1 2,22.05,1 1 1 1,1011.108,1 1 1 1,1,1 1 1 1,23.8,1 1 1 1,309,1 1 1 1,8.02,1 1 3 1,8.1,1 1 1 1,95.6,1 1 1 1,8.07,1 1 1 1,0.997,1 1 1 1,-3.377,4 1 1 1,41.13,4 3 1 1,8.11,1 1 1 1,496.44,1 1 1 1,95.6,1 1 1 1,620,1 1 1 1,2564.4,1 3 1 1,0.96,1 2 2 2,22.41,1 2 2 2
7/20/2015 4:31,8.4,1 1 1 1,6.287,1 1 1 1,297.5,1 2 1 2,21.91,1 1 1 1,1011.074,1 1 1 1,1.003,1 1 1 1,23.79,1 1 1 1,309.2,1 1 1 1,8.02,1 1 3 1,8.07,1 1 1 1,95.6,1 1 1 1,8.07,1 1 1 1,1.003,1 1 1 1,-3.358,4 1 1 1,41.13,4 3 1 1,8.23,1 1 1 1,506.76,1 1 1 1,88.12,1 1 1 1,684.8,1 1 1 1,2572.8,1 3 1 1,0.96,1 2 2 2,22.4,1 2 2 2
7/20/2015 4:46,8.5,1 1 1 1,6.493,1 1 1 1,300.3,1 2 1 2,21.64,1 1 1 1,1010.946,1 1 1 1,1.007,1 1 1 1,23.79,1 1 1 1,309.6,1 1 1 1,8.02,1 1 3 1,8.04,1 1 1 1,95.7,1 1 1 1,8.08,1 1 1 1,1.061,1 1 1 1,-3.382,4 1 1 1,41.18,4 3 1 1,8.14,1 1 1 1,499.32,1 1 1 1,88.84,1 1 1 1,689.6,1 1 1 1,2562,1 3 1 1,0.96,1 2 2 2,22.39,1 2 2 2
7/20/2015 5:01,8.7,1 1 1 1,6.999,1 1 1 1,297.6,1 2 1 2,21.41,1 1 1 1,1010.957,1 1 1 1,1.002,1 1 1 1,23.77,1 1 1 1,309.4,1 1 1 1,8.02,1 1 3 1,8.04,1 1 1 1,95.5,1 1 1 1,8.07,1 1 1 1,1.036,1 1 1 1,-3.385,4 1 1 1,41.14,4 3 1 1,8.44,1 1 1 1,504.8,1 1 1 1,86.92,1 1 1 1,634.8,1 1 1 1,2570.4,1 3 1 1,1.03,1 2 2 2,22.36,1 2 2 2
7/20/2015 5:16,9.2,1 1 1 1,7.191,1 1 1 1,294.7,1 2 1 2,21.28,1 1 1 1,1011.002,1 1 1 1,1.001,1 1 1 1,23.74,1 1 1 1,309.5,1 1 1 1,8.01,1 1 1 1,7.991,1 1 1 1,95.2,1 1 1 1,8.05,1 1 1 1,1.005,1 1 1 1,-3.315,4 1 1 1,41.17,4 3 1 1,8.07,1 1 1 1,497.72,1 1 1 1,104.36,1 1 1 1,695.6,1 1 1 1,2564.8,1 3 1 1,1.03,1 2 2 2,22.34,1 2 2 2
7/20/2015 5:31,8.5,1 1 1 1,6.867,1 1 1 1,295.7,1 2 1 2,21.18,1 1 1 1,1011.029,1 1 1 1,1.002,1 1 1 1,23.71,1 1 1 1,308.8,1 1 1 1,8,1 1 1 1,7.911,1 1 1 1,94.8,1 1 1 1,8.01,1 1 1 1,0.978,1 1 1 1,-3.372,4 1 1 1,41.09,4 3 1 1,8.23,1 1 1 1,496,1 1 1 1,115.08,1 1 1 1,660.8,1 1 1 1,2568.4,1 3 1 1,0.96,1 2 2 2,22.32,1 2 2 2
7/20/2015 5:46,8.4,1 1 1 1,6.396,1 1 1 1,292.6,1 2 1 2,21,1 1 1 1,1011.023,1 1 1 1,1.007,1 1 1 1,23.69,1 1 1 1,308.7,1 1 1 1,8.01,1 1 1 1,7.884,1 1 1 1,94.5,1 1 1 1,7.998,1 1 1 1,0.962,1 1 1 1,-3.352,4 1 1 1,41.18,4 3 1 1,8.27,1 1 1 1,498.12,1 1 1 1,88.36,1 1 1 1,644,1 1 1 1,2579.2,1 3 1 1,1.03,1 2 2 2,22.28,1 2 2 2
7/20/2015 6:01,7.7,1 1 1 1,6.21,1 1 1 1,294.6,1 2 1 2,20.82,1 1 1 1,1011.062,1 1 1 1,1,1 1 1 1,23.66,1 1 1 1,308.8,1 1 1 1,7.998,1 1 1 1,7.849,1 1 1 1,94.3,1 1 1 1,7.981,1 1 1 1,0.97,1 1 1 1,-3.355,4 1 1 1,41.28,4 3 1 1,7.98,1 1 1 1,500.04,1 1 1 1,84.72,1 1 1 1,650.4,1 1 1 1,2572.4,1 3 1 1,1.03,1 2 2 2,22.26,1 2 2 2
7/20/2015 6:16,7.5,1 1 1 1,5.936,1 1 1 1,302.3,1 2 1 2,20.63,1 1 1 1,1010.993,1 1 1 1,1,1 1 1 1,23.64,1 1 1 1,308.8,1 1 1 1,7.991,1 1 1 1,7.83,1 1 1 1,93.8,1 1 1 1,7.945,1 1 1 1,0.978,1 1 1 1,-3.366,4 1 1 1,41.21,4 3 1 1,8.05,1 1 1 1,504.12,1 1 1 1,89.44,1 1 1 1,640,1 1 1 1,2577.2,1 3 1 1,1.03,1 2 2 2,22.24,1 2 2 2
7/20/2015 6:31,7.8,1 1 1 1,5.742,1 1 1 1,304.6,1 2 1 2,20.46,1 1 1 1,1011.067,1 1 1 1,1,1 1 1 1,23.61,1 1 1 1,308.8,1 1 1 1,7.989,1 1 1 1,7.709,1 1 1 1,93.5,1 1 1 1,7.922,1 1 1 1,0.995,1 1 1 1,-3.379,4 1 1 1,41.25,4 3 1 1,8.1,1 1 1 1,498.04,1 1 1 1,90,1 1 1 1,626,1 1 1 1,2580.8,1 3 1 1,1.1,1 2 2 2,22.21,1 2 2 2
7/20/2015 6:46,8.2,1 1 1 1,6.119,1 1 1 1,310.7,1 2 1 2,20.35,1 1 1 1,1010.977,1 1 1 1,1.001,1 1 1 1,23.6,1 1 1 1,308.6,1 1 1 1,7.983,1 1 1 1,7.67,1 1 1 1,93.2,1 1 1 1,7.895,1 1 1 1,0.96,1 1 1 1,-3.378,4 1 1 1,41.24,4 3 1 1,7.95,1 1 1 1,493,1 1 1 1,100.12,1 1 1 1,667.2,1 1 1 1,2574.8,1 3 1 1,0.96,1 2 2 2,22.21,1 2 2 2
7/20/2015 7:01,8.1,1 1 1 1,6.289,1 1 1 1,311.6,1 2 1 2,20.25,1 1 1 1,1010.917,1 1 1 1,1,1 1 1 1,23.58,1 1 1 1,308.9,1 1 1 1,7.986,1 1 1 1,7.626,1 1 1 1,92.8,1 1 1 1,7.866,1 1 1 1,0.97,1 1 1 1,-3.336,4 1 1 1,41.33,4 3 1 1,7.75,1 1 1 1,499.08,1 1 1 1,88.32,1 1 1 1,694.8,1 1 1 1,2585.6,1 3 1 1,1.03,1 2 2 2,22.18,1 2 2 2
7/20/2015 7:16,7.7,1 1 1 1,6.022,1 1 1 1,307.7,1 2 1 2,20.15,1 1 1 1,1010.926,1 1 3 1,1.001,1 1 1 1,23.56,1 1 1 1,308.9,1 1 1 1,7.983,1 1 1 1,7.594,1 1 1 1,92.5,1 1 1 1,7.853,1 1 1 1,0.934,1 1 1 1,-3.382,4 1 1 1,41.51,4 3 1 1,7.81,1 1 1 1,490.04,1 1 1 1,89.72,1 1 1 1,625.2,1 1 1 1,2600.4,1 3 1 1,1.03,1 2 2 2,22.15,1 2 2 2
7/20/2015 7:31,7.1,1 1 1 1,5.584,1 1 1 1,307.5,1 2 1 2,20.09,1 1 1 1,1010.972,1 1 3 1,1,1 1 1 1,23.55,1 1 1 1,309.6,1 1 1 1,7.989,1 1 1 1,7.59,1 1 1 1,92.7,1 1 1 1,7.864,1 1 1 1,0.937,1 1 1 1,-3.393,4 1 1 1,41.71,4 3 1 1,7.93,1 1 1 1,494.2,1 1 1 1,90.92,1 1 1 1,629.6,1 1 1 1,2610.4,1 3 1 1,0.96,1 2 2 2,22.16,1 2 2 2
7/20/2015 7:46,6.9,1 1 1 1,5.733,1 1 1 1,300.5,1 2 1 2,19.86,1 1 1 1,1010.966,1 1 3 1,1,1 1 1 1,23.55,1 1 1 1,310.2,1 1 1 1,7.99,1 1 1 1,7.536,1 1 1 1,92.8,1 1 1 1,7.877,1 1 1 1,0.928,1 1 1 1,-3.357,4 1 1 1,41.85,4 3 1 1,7.63,1 1 1 1,482.72,1 1 1 1,88,1 1 1 1,661.6,1 1 1 1,2611.2,1 3 1 1,0.96,1 2 2 2,22.16,1 2 2 2
7/20/2015 8:01,7,1 1 1 1,5.421,1 1 1 1,300.4,1 2 1 2,19.66,1 1 1 1,1010.842,1 1 1 1,1,1 1 1 1,23.53,1 1 1 1,310.4,1 1 1 1,7.99,1 1 1 1,7.491,1 1 1 1,92.7,1 1 1 1,7.867,1 1 1 1,0.98,1 1 1 1,-3.396,4 1 1 1,41.84,4 3 1 1,8.03,1 1 1 1,489.8,1 1 1 1,91.44,1 1 1 1,638.8,1 1 1 1,2606.4,1 3 1 1,1.1,1 2 2 2,22.15,1 2 2 2
7/20/2015 8:16,6.6,1 1 1 1,5.13,1 1 1 1,307.2,1 2 1 2,19.53,1 1 1 1,1010.77,1 1 4 1,1,1 1 1 1,23.52,1 1 1 1,310.3,1 1 1 1,7.988,1 1 1 1,7.483,1 1 1 1,92.5,1 1 1 1,7.852,1 1 1 1,0.955,1 1 1 1,-3.375,4 1 1 1,41.77,4 3 1 1,7.84,1 1 1 1,493.96,1 1 1 1,84.84,1 1 1 1,643.6,1 1 1 1,2602.4,1 3 1 1,1.1,1 2 2 2,22.13,1 2 2 2
7/20/2015 8:31,7.2,1 1 1 1,5.522,1 1 1 1,312.3,1 2 1 2,19.47,1 1 1 1,1010.838,1 1 4 1,1,1 1 1 1,23.51,1 1 1 1,309.8,1 1 1 1,7.983,1 1 1 1,7.525,1 1 1 1,92.3,1 1 1 1,7.834,1 1 1 1,0.971,1 1 1 1,-3.384,4 1 1 1,41.65,4 3 1 1,7.52,1 1 1 1,484.6,1 1 1 1,77.36,1 1 1 1,706.4,1 1 1 1,2604,1 3 1 1,1.03,1 2 2 2,22.12,1 2 2 2
7/20/2015 8:46,6.6,1 1 1 1,5.222,1 1 1 1,314.2,1 2 1 2,19.35,1 1 1 1,1010.795,1 1 4 1,1,1 1 1 1,23.49,1 1 1 1,309.9,1 1 1 1,7.988,1 1 1 1,7.484,1 1 1 1,92.3,1 1 1 1,7.838,1 1 1 1,0.931,1 1 1 1,-3.398,4 1 1 1,41.69,4 3 1 1,7.71,1 1 1 1,489.56,1 1 1 1,76.84,1 1 1 1,568.4,1 1 1 1,2600,1 3 1 1,0.96,1 2 2 2,22.09,1 2 2 2
7/20/2015 9:01,6.2,1 1 1 1,4.833,1 1 1 1,315.4,1 2 1 2,19.22,1 1 1 1,1010.76,1 1 4 1,1,1 1 1 1,23.46,1 1 1 1,308.9,1 1 1 1,7.982,1 1 1 1,7.391,1 1 1 1,91.8,1 1 1 1,7.798,1 1 1 1,0.893,1 1 1 1,-3.377,4 1 1 1,41.46,4 3 1 1,7.78,1 1 1 1,483.12,1 1 1 1,80.36,1 1 1 1,636.4,1 1 1 1,2571.2,1 3 1 1,1.1,1 2 2 2,22.06,1 2 2 2
7/20/2015 9:16,5.5,1 1 1 1,4.382,1 1 1 1,312.4,1 2 1 2,19.16,1 1 1 1,1010.81,1 1 4 1,1,1 1 1 1,23.43,1 1 1 1,307.9,1 1 1 1,7.987,1 1 1 1,7.28,1 1 1 1,91.3,1 1 1 1,7.761,1 1 1 1,0.822,1 1 1 1,-3.413,4 1 1 1,41.13,4 3 1 1,7.69,1 1 1 1,481.72,1 1 1 1,78.88,1 1 1 1,588.8,1 1 1 1,2574.8,1 3 1 1,1.03,1 2 2 2,22.05,1 2 2 2
7/20/2015 9:31,5.1,1 1 1 1,4.237,1 1 1 1,311.4,1 2 1 2,19.17,1 1 4 1,1010.844,1 1 1 1,1,1 1 1 1,23.41,1 1 1 1,307.4,1 1 1 1,7.981,1 1 1 1,7.246,1 1 1 1,91.2,1 1 1 1,7.753,1 1 1 1,0.821,1 1 1 1,-3.442,4 1 1 1,41.01,4 3 1 1,7.26,1 1 1 1,465.96,1 1 1 1,76,1 1 1 1,626.4,1 1 1 1,2545.6,1 3 1 1,1.03,1 2 2 2,22.02,1 2 2 2
7/20/2015 9:46,5.4,1 1 1 1,3.866,1 1 1 1,305.9,1 2 1 2,19.14,1 1 4 1,1010.934,1 1 1 1,1,1 1 1 1,23.39,1 1 1 1,306,1 1 1 1,7.98,1 1 1 1,7.147,1 1 1 1,90.9,1 1 1 1,7.737,1 1 1 1,0.795,1 1 1 1,-3.417,4 1 1 1,40.64,4 1 1 1,7.28,1 1 1 1,468.84,1 1 1 1,83.28,1 1 1 1,554.8,1 1 1 1,2545.6,1 3 1 1,1.1,1 2 2 2,22,1 2 2 2
