timestamp,wind_speed_max,wind_speed_max_flags,wind_speed_mean,wind_speed_mean_flags,wind_direction_mean,wind_direction_mean_flags,air_temp,air_temp_flags,barometric_pressure,barometric_pressure_flags,depth,depth_flags,water_temperature,water_temperature_flags,specific_conductivity,specific_conductivity_flags,ph,ph_mV,turbidity,turbidity_flags,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen,organic_dissolved_oxygen,organic_dissolved_oxygen_flags,chlorophylla,chlorophylla_flags,phycocyanin,phycocyanin_flags,flourescent_dissolved_organic_matter,flourescent_dissolved_organic_matter_flags,turbidity_c6,turbidity_c6_flags,phycoerythrin_c6,phycoerythrin_c6_flags,phycocyanin_c6,phycocyanin_c6_flags,chlorophylla_c6,chlorophylla_c6_flags,colored_dissolved_organic_matter_c6,colored_dissolved_organic_matter_c6_flags,depth_c6,depth_c6_flags,water_temperature_c6,water_temperature_c6_flags
UTC,meters per second,NAN,meters per second,NAN,degrees,NAN,degrees Celsius,NAN,mbar,NAN,meters,NAN,degrees Celsius,NAN,millisiemens per centimeter,NAN,NAN,millivolts,NTU,NAN,%,milligrams per liter,milligrams per liter,NAN,RFU,NAN,RFU,NAN,RFU,NAN,NTU,NAN,RFU,NAN,RFU,NAN,RFU,NAN,ppb,NAN,meter,NAN,degrees Celsius,NAN
data logger,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,Airmar WS-200WX,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,YSI EXO2,YSI EXO2,NAN,YSI EXO2,YSI EXO2,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,YSI EXO2,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN,Turner C-6,NAN
6/13/2015 5:16,14.6,1 1 1 3,6.991,1 1 1 1,60.94,1 2 1 2,13.91,1 1 1 1,1015.178,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.68,1 1 1 1,154.6,1 1 1 1,25.32,1 1 1 1,329.2,1 1 1 1,149.96,1 1 1 1,1.16,1 2 2 2,19.54,1 2 2 2
6/13/2015 5:31,9.1,1 1 1 1,6.329,1 1 1 1,50.05,1 2 1 2,13.89,1 1 1 1,1015.476,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.64,1 1 1 1,158.2,1 1 1 1,38.96,1 1 1 1,369.4,1 1 1 1,150.84,1 1 1 1,1.16,1 2 2 2,19.55,1 2 2 2
6/13/2015 5:46,8.9,1 1 1 1,6.381,1 1 1 1,26.67,1 2 1 2,13.86,1 1 1 1,1015.716,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.63,1 1 1 1,156.28,1 1 1 1,29.8,1 1 1 1,374.32,1 1 1 1,149.64,1 1 1 1,1.24,1 2 2 2,19.55,1 2 2 2
6/13/2015 6:01,9.1,1 1 1 1,6.822,1 1 1 1,41.89,1 2 1 2,14.05,1 1 1 1,1015.312,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.58,1 1 1 1,152.88,1 1 1 1,23.6,1 1 1 1,394.84,1 1 1 1,154.88,1 1 1 1,0.96,1 2 2 2,19.55,1 2 2 2
6/13/2015 6:16,8.8,1 1 1 1,6.857,1 1 1 1,43.15,1 2 1 2,13.86,1 1 1 1,1015.229,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.55,1 1 1 1,157.2,1 1 1 1,18.8,1 1 1 1,371.24,1 1 1 1,155.56,1 1 1 1,1.16,1 2 2 2,19.55,1 2 2 2
6/13/2015 6:31,9.6,1 1 1 1,7.134,1 1 1 1,43.12,1 2 1 2,13.74,1 1 1 1,1015.137,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.31,1 1 1 1,163.8,1 1 1 1,25.12,1 1 1 1,374.52,1 1 1 1,156.08,1 1 1 1,1.03,1 2 2 2,19.55,1 2 2 2
6/13/2015 6:46,9,1 1 1 1,7.287,1 1 1 1,45.65,1 2 1 2,13.59,1 1 1 1,1014.969,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.45,1 1 1 1,161.36,1 1 1 1,38.24,1 1 1 1,387.56,1 1 1 1,157.8,1 1 1 1,1.16,1 2 2 2,19.55,1 2 2 2
6/13/2015 7:01,8.8,1 1 1 1,7.152,1 1 1 1,56.67,1 2 1 2,13.35,1 1 1 1,1014.984,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.4,1 1 1 1,157.08,1 1 1 1,35.24,1 1 1 1,359.6,1 1 1 1,154.92,1 1 1 1,1.24,1 2 2 2,19.55,1 2 2 2
6/13/2015 7:16,8.2,1 1 1 1,6.421,1 1 1 1,51.75,1 2 1 2,13.52,1 1 1 1,1015.016,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.28,1 1 1 1,149.52,1 1 1 1,15.72,1 1 1 1,354.88,1 1 1 1,156.32,1 1 1 1,1.16,1 2 2 2,19.55,1 2 2 2
6/13/2015 7:31,8.8,1 1 1 1,6.632,1 1 1 1,51.38,1 2 1 2,13.68,1 1 1 1,1014.954,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.32,1 1 1 1,151.36,1 1 1 1,16.88,1 1 1 1,366.6,1 1 1 1,157.2,1 1 1 1,1.16,1 2 2 2,19.54,1 2 2 2
6/13/2015 7:46,7.8,1 1 1 1,5.843,1 1 1 1,54.75,1 2 1 2,13.87,1 1 1 1,1015.15,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.67,1 1 1 1,151.4,1 1 1 1,22.28,1 1 1 1,403.56,1 1 1 1,156.32,1 1 1 1,1.16,1 2 2 2,19.54,1 2 2 2
6/13/2015 8:01,8.6,1 1 1 1,5.661,1 1 1 1,47.53,1 2 1 2,14.21,1 1 1 1,1015.276,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.53,1 1 1 1,155.12,1 1 1 1,19.88,1 1 1 1,507.4,1 1 1 1,153.08,1 1 1 1,1.16,1 2 2 2,19.55,1 2 2 2
6/13/2015 8:16,6.9,1 1 1 1,5.342,1 1 1 1,52.24,1 2 1 2,14.34,1 1 1 1,1015.269,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.39,1 1 1 1,149.04,1 1 1 1,16.44,1 1 1 1,346.76,1 1 1 1,153.76,1 1 1 1,1.16,1 2 2 2,19.54,1 2 2 2
6/13/2015 8:31,7.4,1 1 1 1,5.403,1 1 1 1,59.15,1 2 1 2,14.34,1 1 1 1,1015.164,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.34,1 1 1 1,155.84,1 1 1 1,28.68,1 1 1 1,346.48,1 1 1 1,155.56,1 1 1 1,1.16,1 2 2 2,19.54,1 2 2 2
6/13/2015 8:46,6.7,1 1 1 1,5.121,1 1 1 1,60.19,1 2 1 2,14.41,1 1 1 1,1015.314,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.43,1 1 1 1,142.44,1 1 1 1,39.12,1 1 1 1,313.68,1 1 1 1,158.2,1 1 1 1,1.16,1 2 2 2,19.54,1 2 2 2
6/13/2015 9:01,6.4,1 1 1 1,4.826,1 1 1 1,58.92,1 2 1 2,14.5,1 1 1 1,1015.567,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.29,1 1 1 1,144.56,1 1 1 1,17.72,1 1 1 1,294.76,1 1 1 1,154.52,1 1 1 1,1.1,1 2 2 2,19.54,1 2 2 2
6/13/2015 9:16,5.4,1 1 1 1,4.029,1 1 1 1,65.81,1 2 1 2,14.57,1 1 1 1,1015.662,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.25,1 1 1 1,146.64,1 1 1 1,16.08,1 1 1 1,318.08,1 1 1 1,160.6,1 1 1 1,1.16,1 2 2 2,19.53,1 2 2 2
6/13/2015 9:31,7.3,1 1 1 1,4.108,1 1 1 1,58.93,1 2 1 2,14.47,1 1 1 1,1015.782,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.32,1 1 1 1,141.16,1 1 1 1,20,1 1 1 1,333.72,1 1 1 1,158.28,1 1 1 1,1.16,1 2 2 2,19.52,1 2 2 2
6/13/2015 9:46,8.1,1 1 1 1,6.32,1 1 1 1,45.64,1 2 1 2,14.26,1 1 1 1,1015.23,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.37,1 1 1 1,145.92,1 1 1 1,16.88,1 1 1 1,336.56,1 1 1 1,155.08,1 1 1 1,1.16,1 2 2 2,19.52,1 2 2 2
6/13/2015 10:01,7.6,1 1 1 1,6.267,1 1 1 1,52.31,1 2 1 2,14.41,1 1 1 1,1015.233,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.16,1 1 1 1,141.24,1 1 1 1,14.68,1 1 1 1,311.08,1 1 1 1,156.32,1 1 1 1,1.1,1 2 2 2,19.5,1 2 2 2
6/13/2015 10:16,7.4,1 1 1 1,5.646,1 1 1 1,55.89,1 2 1 2,14.55,1 1 1 1,1015.543,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.04,1 1 1 1,140.56,1 1 1 1,31.88,1 1 1 1,331.76,1 1 1 1,157.76,1 1 1 1,1.1,1 2 2 2,19.51,1 2 2 2
6/13/2015 10:31,7.5,1 1 1 1,5.657,1 1 1 1,59.04,1 2 1 2,14.72,1 1 1 1,1015.841,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.36,1 1 1 1,138.24,1 1 1 1,34.2,1 1 1 1,349.68,1 1 1 1,157.48,1 1 1 1,1.16,1 2 2 2,19.51,1 2 2 2
6/13/2015 10:46,6.3,1 1 1 1,4.957,1 1 1 1,67.03,1 2 1 2,14.9,1 1 1 1,1016.242,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.28,1 1 1 1,141.72,1 1 1 1,38,1 1 1 1,322.44,1 1 1 1,154.48,1 1 1 1,1.24,1 2 2 2,19.51,1 2 2 2
6/13/2015 11:01,6.7,1 1 1 1,5.271,1 1 1 1,71.03,1 2 1 2,15.09,1 1 1 1,1016.272,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.19,1 1 1 1,135.28,1 1 1 1,15.16,1 1 1 1,281.08,1 1 1 1,160.2,1 1 1 1,1.24,1 2 2 2,19.5,1 2 2 2
6/13/2015 11:16,6.7,1 1 1 1,5.401,1 1 1 1,76.82,1 2 1 2,15.28,1 1 1 1,1016.265,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.29,1 1 1 1,139.36,1 1 1 1,18.8,1 1 1 1,295.36,1 1 1 1,158.6,1 1 1 1,1.24,1 2 2 2,19.5,1 2 2 2
6/13/2015 11:31,7.1,1 1 1 1,5.556,1 1 1 1,77.88,1 2 1 2,15.33,1 1 1 1,1016.307,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.12,1 1 1 1,137.48,1 1 1 1,15.76,1 1 1 1,275.92,1 1 1 1,156.72,1 1 1 1,1.16,1 2 2 2,19.5,1 2 2 2
6/13/2015 11:46,6.3,1 1 1 1,5.021,1 1 1 1,81.9,1 2 1 2,15.37,1 1 1 1,1016.589,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.11,1 1 3 1,137.28,1 1 1 1,13.92,1 1 1 1,388.04,1 1 1 1,152.72,1 1 1 1,1.16,1 2 2 2,19.49,1 2 2 2
6/13/2015 12:01,6.1,1 1 1 1,4.692,1 1 1 1,80.9,1 2 1 2,15.5,1 1 1 1,1016.816,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.09,1 1 3 1,131,1 1 1 1,34.2,1 1 1 1,326.88,1 1 1 1,157.96,1 1 1 1,1.16,1 2 2 2,19.5,1 2 2 2
6/13/2015 12:16,6.4,1 1 1 1,4.79,1 1 1 1,71.84,1 2 1 2,15.54,1 1 1 1,1016.999,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.08,1 1 3 1,132.84,1 1 1 1,13.92,1 1 1 1,277.88,1 1 1 1,159.6,1 1 1 1,1.24,1 2 2 2,19.5,1 2 2 2
6/13/2015 12:31,6.5,1 1 1 1,5.066,1 1 1 1,75.18,1 2 1 2,15.52,1 1 1 1,1017.092,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.46,1 1 1 1,138.16,1 1 1 1,18.8,1 1 1 1,266.28,1 1 1 1,163.92,1 1 1 1,1.24,1 2 2 2,19.51,1 2 2 2
6/13/2015 12:46,6.6,1 1 1 1,4.986,1 1 1 1,74.7,1 2 1 2,15.47,1 1 1 1,1017.267,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.98,1 1 1 1,141,1 1 1 1,14.6,1 1 1 1,298.24,1 1 1 1,155.16,1 1 1 1,1.24,1 2 2 2,19.5,1 2 2 2
6/13/2015 13:01,6.6,1 1 1 1,4.917,1 1 1 1,81.6,1 2 1 2,15.55,1 1 1 1,1017.274,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.98,1 1 1 1,141.04,1 1 1 1,16.92,1 1 1 1,380.6,1 1 1 1,156.04,1 1 1 1,1.24,1 2 2 2,19.5,1 2 2 2
6/13/2015 13:16,7.7,1 1 1 1,5.384,1 1 1 1,84.9,1 2 1 2,15.62,1 1 1 1,1017.237,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.11,1 1 1 1,156.68,1 1 1 1,15.88,1 1 1 1,343.64,1 1 1 1,161.32,1 1 1 1,1.3,1 2 2 2,19.51,1 2 2 2
6/13/2015 13:31,7.2,1 1 1 1,5.372,1 1 1 1,83.8,1 2 1 2,15.67,1 1 3 1,1017.378,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.85,1 1 1 1,143.48,1 1 1 1,35.12,1 1 1 1,320.2,1 1 1 1,154.36,1 1 1 1,1.24,1 2 2 2,19.51,1 2 2 2
6/13/2015 13:46,7.2,1 1 1 1,5.35,1 1 1 1,84.5,1 2 1 2,15.62,1 1 3 1,1017.551,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.02,1 1 1 1,136.52,1 1 1 1,14.12,1 1 1 1,278.28,1 1 1 1,158.12,1 1 1 1,1.24,1 2 2 2,19.51,1 2 2 2
6/13/2015 14:01,6.8,1 1 1 1,5.033,1 1 1 1,84.6,1 2 1 2,15.66,1 1 3 1,1017.667,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.82,1 1 1 1,141.08,1 1 1 1,41.28,1 1 1 1,399.32,1 1 1 1,162.68,1 1 1 1,1.24,1 2 2 2,19.51,1 2 2 2
6/13/2015 14:16,6.8,1 1 1 1,4.864,1 1 1 1,94.2,1 2 1 2,15.99,1 1 1 1,1017.652,1 1 3 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2,1 1 1 1,147.76,1 1 1 1,16.32,1 1 1 1,353.96,1 1 1 1,157.84,1 1 1 1,1.16,1 2 2 2,19.51,1 2 2 2
6/13/2015 14:31,6.9,1 1 1 1,5.071,1 1 1 1,93.5,1 2 1 2,15.94,1 1 1 1,1017.643,1 1 3 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.92,1 1 1 1,134.96,1 1 1 1,22.48,1 1 1 1,286.16,1 1 1 1,152.56,1 1 1 1,1.1,1 2 2 2,19.52,1 2 2 2
6/13/2015 14:46,6.7,1 1 1 1,5.162,1 1 1 1,85.7,1 2 1 2,16.06,1 1 1 1,1017.634,1 1 3 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.04,1 1 1 1,140.36,1 1 1 1,17.64,1 1 1 1,300.56,1 1 1 1,154.32,1 1 1 1,1.16,1 2 2 2,19.53,1 2 2 2
6/13/2015 15:01,6.7,1 1 1 1,5.269,1 1 1 1,92,1 2 1 2,16.12,1 1 1 1,1017.713,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.8,1 1 1 1,140.92,1 1 1 1,14.96,1 1 1 1,346.08,1 1 1 1,158,1 1 1 1,1.24,1 2 2 2,19.53,1 2 2 2
6/13/2015 15:16,6.6,1 1 1 1,5.146,1 1 1 1,90.3,1 2 1 2,16.32,1 1 1 1,1017.603,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.73,1 1 1 1,142.92,1 1 1 1,41.84,1 1 1 1,321.56,1 1 1 1,166.4,1 1 1 1,1.24,1 2 2 2,19.54,1 2 2 2
6/13/2015 15:31,7.1,1 1 1 1,5.099,1 1 1 1,86.8,1 2 1 2,16.65,1 1 1 1,1017.497,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.77,1 1 1 1,147.44,1 1 1 1,17.76,1 1 1 1,416.36,1 1 1 1,161.96,1 1 1 1,1.1,1 2 2 2,19.56,1 2 2 2
6/13/2015 15:46,6.2,1 1 1 1,4.693,1 1 1 1,86.2,1 2 1 2,16.69,1 1 1 1,1017.602,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.13,1 1 1 1,165.52,1 1 1 1,43.68,1 1 1 1,467,1 1 1 1,158.96,1 1 1 1,1.24,1 2 2 2,19.56,1 2 2 2
6/13/2015 16:01,5.2,1 1 1 1,4.041,1 1 1 1,86.1,1 2 1 2,16.89,1 1 1 1,1017.847,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.92,1 1 1 1,168.52,1 1 1 1,18.4,1 1 1 1,475.64,1 1 1 1,152.96,1 1 1 1,1.16,1 2 2 2,19.57,1 2 2 2
6/13/2015 16:16,6.4,1 1 1 1,4.779,1 1 1 1,79.46,1 2 1 2,16.68,1 1 1 1,1017.711,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.93,1 1 1 1,159.36,1 1 1 1,17.52,1 1 1 1,365.12,1 1 1 1,151.12,1 1 1 1,1.1,1 2 2 2,19.57,1 2 2 2
6/13/2015 16:31,6.2,1 1 1 1,4.851,1 1 1 1,77.31,1 2 1 2,16.78,1 1 1 1,1017.718,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2.1,1 1 1 1,173.04,1 1 1 1,20.44,1 1 1 1,455.08,1 1 1 1,156.28,1 1 1 1,1.16,1 2 2 2,19.57,1 2 2 2
6/13/2015 16:46,6.2,1 1 1 1,4.666,1 1 1 1,83.6,1 2 1 2,16.97,1 1 1 1,1017.713,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.88,1 1 1 1,165.04,1 1 1 1,16.68,1 1 1 1,476.48,1 1 1 1,146.52,1 1 1 1,1.16,1 2 2 2,19.58,1 2 2 2
6/13/2015 17:01,6.6,1 1 1 1,5.24,1 1 1 1,82.2,1 2 1 2,17.28,1 1 1 1,1017.568,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.86,1 1 1 1,149,1 1 1 1,44.28,1 1 1 1,271.16,1 1 1 1,158.24,1 1 1 1,1.24,1 2 2 2,19.62,1 2 2 2
6/13/2015 17:16,6.1,1 1 1 1,5.222,1 1 1 1,83.9,1 2 1 2,17.3,1 1 1 1,1017.599,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.98,1 1 1 1,178.72,1 1 1 1,18.64,1 1 1 1,436.64,1 1 1 1,148.16,1 1 1 1,1.16,1 2 2 2,19.62,1 2 2 2
6/13/2015 17:31,6.2,1 1 1 1,5.118,1 1 1 1,84.3,1 2 1 2,17.56,1 1 1 1,1017.674,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.95,1 1 1 1,153.8,1 1 1 1,48.72,1 1 1 1,307.2,1 1 1 1,158.52,1 1 1 1,1.24,1 2 2 2,19.66,1 2 2 2
6/13/2015 17:46,6.4,1 1 1 1,5.28,1 1 1 1,84.3,1 2 1 2,17.58,1 1 1 1,1017.68,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.99,1 1 1 1,162.92,1 1 1 1,17.12,1 1 1 1,369.84,1 1 1 1,147.48,1 1 1 1,1.24,1 2 2 2,19.69,1 2 2 2
6/13/2015 18:01,7.1,1 1 1 1,5.841,1 1 1 1,81.6,1 2 1 2,17.48,1 1 1 1,1017.512,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.94,1 1 1 1,144.48,1 1 1 1,17.44,1 1 1 1,319.84,1 1 1 1,155.96,1 1 1 1,1.24,1 2 2 2,19.71,1 2 2 2
6/13/2015 18:16,7.6,1 1 1 1,6.008,1 1 1 1,89.4,1 2 1 2,17.31,1 1 1 1,1017.336,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.85,1 1 1 1,167.4,1 1 1 1,54.56,1 1 1 1,392.76,1 1 1 1,167.44,1 1 1 1,1.16,1 2 2 2,19.72,1 2 2 2
6/13/2015 18:31,7.5,1 1 1 1,6.198,1 1 1 1,87.7,1 2 1 2,17.16,1 1 1 1,1017.353,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.89,1 1 1 1,168.96,1 1 1 1,19.92,1 1 1 1,409.64,1 1 1 1,152.92,1 1 1 1,1.3,1 2 2 2,19.71,1 2 2 2
6/13/2015 18:46,8.2,1 1 1 1,6.512,1 1 1 1,79.98,1 2 1 2,17.11,1 1 1 1,1017.258,1 1 1 1,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1.87,1 1 1 1,165.28,1 1 1 1,36.16,1 1 1 1,380.64,1 1 1 1,156.12,1 1 1 1,1.24,1 2 2 2,19.73,1 2 2 2
